Product_id,selling_price
SCHE4YSTDVPVZVXW,3055.531334035756
ACCEGCATKHNRXUHW,1830.6594095055705
NKCE6GJ5XVJDXNNZ,10869.120950597628
NKCEB8BK3ZXDHDHM,9711.355008627
TOPEFDXSAHRNPF94,5351.410028108916
ACCE558KZHEPZYMG,9416.899819052902
ACCEAZCVAMFHDPY7,5265.253523444428
NKCDYNY37JPBGBVM,2919.5349240821815
NKCEY8KWY33FCUYD,7821.193007199333
RNGE4YPTQYRECV9J,4412.0170998822105
NKCE88AHBHJZREXH,3829.179298150212
CLTEJ5ZZGBP4JGGE,8339.802668845241
WATE3NWH5FZWAMDA,8750.409764749069
CAGE53FSFZVFPFHQ,1521.3438676709604
PCSEAKVBFFPGCHNZ,3940.606032235501
WATDFFH3KJYBTYGG,7520.073015964974
NKCDWHFQSCHHYZMP,2520.981004582897
RNGEB2PG3Q5RKDW6,3690.6711400831996
NKCE5UY9HHPZGGUZ,4358.181700580675
KTAEHETW3ZCMFMJR,4221.206366624602
BRAEBBYRVF9MHJHU,8375.121162168713
NKCEAX7HAQ2RJA3Q,10098.63593950656
CRTECN2RQZWBSP9W,4768.0009889185785
WATDEWZ9UHSEHGZG,9165.569064759577
PTPEYW8HNV6G9YYR,2941.9469370930633
ACCEAMGZRRYVAHDC,4789.492340707343
SRTEHHXG8MUXTGPA,6017.315487875128
SKIE4S4NN4MHYM3Z,4876.795541645481
HMBE7G34YHWPWKYN,7005.08668520442
LLIEGTMFJBD7ZZZM,13699.323134988255
ACCEJGH6JVTM4CBH,862.7094563774929
ACCDQDYBXJ9HZF37,10085.381895920664
RNGE88FRGZCXNKUG,586.5375049727284
NKCE7M3QNNPZDXHQ,10083.597701856323
VLBEGFFDP9H6WG2T,3829.179298150212
TOPEAFG4YEQSH5TT,2389.6276350475623
WATEYAP3K2QQQWDH,4876.684825216013
PCSEBDFUFJWGARNX,10279.23443297882
SWTEGXQFZY95SKG7,4876.259844985128
BRAEGJFXSM9ZQ6SK,8331.909116100847
CAGE6FYKP34GA4GF,7532.475574713714
HMBEJCMH78VJF3M8,4146.322742654073
HIFEB7J3GSTVN5XJ,10067.504788232423
PBXE6ZHNGZREWWHR,4164.550812129108
PCSEAKVBNXFGZBKB,6873.289160364976
BRAEBBMQQNZ9RZWR,5735.082267713864
ACCEGKFCXHZZH44S,721.5089990995253
SHODXQRRGKZ74U9M,4197.365891929077
DREE2Y6DVEKVVQQS,4443.723865242748
PBXE8ZHHG5Y525BT,6785.15816822131
CTTEH9FXZHGFKUA3,7873.838053369744
ACCDXFZXGQTBTM6N,3789.7669559043925
NKCE9PFF3TT4KSQJ,7933.644758603563
BRAE6NZAZK77HXZK,1099.0595726826627
NKCE4TV42BHDP63U,3185.5229331937594
AIREDGGD9RJPZGYW,5658.776950783577
PCSEDAPMHR2HNHWP,8568.886410327737
PACE95FMAFXHZB5C,4493.533273198687
WATDG4KP445AV5XC,12695.014872440526
ACCE9EYRRNZYZUBG,780.0081507614897
ACCE8XZMAHNC8JVS,632.1844677641417
SHOED5DCSTQKZCGF,3631.7643408101812
NKCE64Z4NGBHNAY7,3753.2413660000916
PBXE8WQTZ5GA2YYQ,1041.9127890644097
MUGEGZUMGYAPVSZH,4093.2270096222105
PBXE4RB3Y3GXWPFV,652.8747700044706
PCSE2ZFDJJGFNHC7,671.7456296246279
CRTECN2QT5HKHZ8F,4936.460320513
MUGEACY8Q7ZYSTN8,1729.1908292055816
ACCEGG9VGRMQGHRD,7586.846365826209
PCSE76X48PVSDDVK,1040.463728459434
PBXE6677X2D6UFZZ,5941.088287435283
WCKEGGGD2TXHHTJC,304.0232985260495
NKCE7MMGF4PPGNA6,3131.444348599876
CRTECN2QYTPHK5YQ,5046.346873359087
OIDEJFCWMMR6JQBE,5828.120872659643
WATE5HFY4MJX6CHD,4870.269536427822
DREE4FC4TAR8M5GN,1377.028153052533
HACEGPF9DZVUZBFY,8752.479446022584
PBXE4Q7YF5KUYJYW,11155.933186638542
SHIED9YEH65NSA8N,10189.230308602755
WATDHMQJ68MVBRFV,13540.639613404523
HMBEGWTFEV4TF2RH,3506.17492820368
SHIE2FH7YTVDHFGT,3211.9736164941164
CRTECN2QYRY2KWZF,3981.092865319677
TSHEDJXPN4HNT2UP,6020.287114382671
SHOECZH5WGBZHZES,2876.3490012879747
NKCEDCT9MSAYG6H5,5583.9442125075775
SOCEGGVYBTZPKXVP,4433.755517391475
PBXECARAQBCDSAZW,3009.9972932456485
CAGDU85YDHP9ZJH7,2432.8148842431838
TCVEHSMFEGNCAGYN,5043.028212192478
RNGEDAPFZ2GKRUER,868.2602614288877
CAGDY9Q7HSNDHGFC,3179.799872595221
NKCECKHYZVHBQU9F,549.4288181051575
NKCDQSVCRH8W73GF,6891.10925952621
WATD9H76RKGUUZHY,13708.497820219354
NKCE5HYVDQVATMKF,2261.5102907413916
RNGE9GWMKVHGEYZG,4223.909294943349
SHOEAGUMMWFABHUT,3417.7966194879255
SWDEGZMPYQGNEBHG,4879.376157870311
TOPEFDXSHZPHCUAU,9828.581086620667
CAGDU85Y85GDJGUD,1127.168862711703
CAGE4BQXK3FSTRRS,3252.6178432276993
CAGDZVGTV3SMMMBY,5291.580136963887
BEOEGXRVQPCKJHYC,3439.170708379228
NKCE9YFBBYBM88DR,3082.420253014204
DREECZGZVWGQM23M,3884.086908725104
PBXECYF3YHWYG4UN,449.8940693809141
WATEBG8FGBPUPKCV,5226.176215659076
SHIEEJG9RRDUH9XG,3673.717526345773
CRTECN2QXAPEWXSF,2974.623457619246
BRAEE6YMSYPNCUX3,1182.131589678274
WATE9MVXJXHZHEJU,3407.6651834311383
RNGDREYRQQGZAPQM,5768.541950508746
CTPEGGFSNDQFAAVE,3542.8156079617024
NKCEF2RFAPHSHZZZ,3962.096862961441
TOPDYAZZG5NU7ZBZ,7086.973171022713
PBXE7QPWMSS5XGPZ,266.0382193371596
PCSECV3FHFAQ9T36,11754.050183333859
CRNEJB4NBT9BTM84,5021.708116599371
TSHEHU5RFJCTJKBV,6729.135975530366
DREECZJC3XBKGDZT,5469.26929183209
SUDEGGATGYXA9YBC,11802.4776028192
BRAE8WYHTVZMFFHS,6042.7020946486655
SFFEGZBXTYFSYJQA,4141.825460510543
ACCEABVYXNHCT8UE,5412.291084261284
BWLE6SJE9PXGV6DD,1265.6752368209675
NKCDYQ3RHYREHHYV,3962.096862961441
NKCECDCRWDMZEH2Z,3023.361561030326
SRTEH2F6HUZMQ6SJ,7046.967461326894
BRAE6KWFGZFXKPPB,3179.799872595221
HACEJQY5FQRZZUGM,8633.07349968872
CAGEYUXVF2FNARKD,3064.0420938685934
NKCE7M3QTHTCGVVF,4057.6617909046076
TOPE8PBFNH9YNHFK,5247.603297170086
BRAEDQFRZS9QFYTQ,1212.141996686495
HMBEJCMMQR2JHFVP,2005.714607780334
ACCDRFVG52PHVRSK,7490.35790245351
NKCE7MBR4QRBASDQ,3507.997927387422
NKCDWBPZNZU5K2QZ,3723.1164312176197
BRAE8HMQATXFHFGZ,3837.872897055572
MUGEAGGKEGCPWWPN,3426.4738430567213
BKPEGXYWWJPETZZA,5300.71668505408
SGLEGBV6ZNUJNJS9,5950.577997856048
CAGEYUXVAKNKDUUV,6370.3479363415045
NKCEDH9ANZGDAUWG,3468.295383476288
NKCE5EHJHS38BUWB,3789.2273814869563
PBXE9YWGRFUQXHQH,12704.87896086404
SHIE3QDHP5RDGMZY,2443.1380090605003
RNGE9HDVMPVBYPGJ,3543.700520253424
SCHE4YSTCUUSJWCK,2218.3760005424724
SNDEGGTV9XERMGHH,7137.383654926336
PBXE92XFUMB7QWY6,8565.722300728537
CRTECN2QYK2R2PUS,4192.495145984874
TOPEEEPVYHHF9HGW,3546.3128314483047
MUGE8F5RDEYMH4YH,3940.5459378832875
NKCE52CSJ2GUY64G,1128.4833066741091
SHOE2K68QHZ3DWZF,3929.1870914924325
DREE9YJHZZHWHAU7,3995.614342544863
NKCEACYSHS4MGKGY,12712.601080088822
CAGECT64KH6CZVMR,13818.985042981474
WATD9H76RG5FQT5Y,14794.740575260103
NKCE5UY97ACC9QAZ,546.4955042643116
LJGEG6UPBW8GKPRD,4715.422141773354
PBXEBFGFRM5797BZ,4238.949155411939
RNGEAY8GRWYMYSAK,5056.835467062077
SHOEF9G8WTWGAAFB,3856.343258234212
PBXE5ZJZSAC73ZED,8574.416749195672
NKCEYYX9HJWJXAA8,3739.2023260566993
CAGDTFSHTF6TRBFZ,4345.8532582151265
PBXE6E6YDZDNVKQH,1008.2664793647789
TROEGNQDQNGN99PJ,4451.005427056157
CRTECN2QXC68CTUM,6135.09506431788
CRTECN2QZNXTGGXG,5562.7799684201755
VANE4VND2XHZRCNT,946.8857904786645
NKCE8SESMHF2VSRM,3908.1074775787756
SHOEBYY4ZDWGQGEW,7752.678868970065
NKCEB7935AJSADGR,3946.258646345944
SHIEBAXYS3FUTX8Z,6687.081796298129
NKCE2YCPKAPWDH8C,2994.184874680473
FABE92NVHZHSFHGT,3252.5576792580523
SHIE93YGTRAV6XTW,5956.698799258967
CSOEGTPR39XZHZJY,4937.042015028537
WATE5HFYHPFHRCHY,5281.247862717891
BRAEBHCHY6VVRNRQ,1806.8666631027434
NKCE5QPMUZRQFDAZ,1870.5095448872598
NKCE9ABEE5HDWZSM,6138.2196807993505
SHOEJCZ28JFRY9RR,5579.811477237007
PSLEAVTQQXEXZYYZ,4807.82690862128
SHOE66V8UMNGZKYM,1019.6220159952934
SHIE5HBGWKWJWFRA,3769.105094532608
TOPE4HXDZHPR9K2C,1858.9616235389205
BRAEBCTWGWYRWXHC,5627.205497485786
TOPE6ZCJBVZY3HBH,4733.384947875763
CRNEG7BKMFFYHQ8Z,4876.696096502091
SHOE7DJBEPYGQPHF,3861.355218803422
ACCEHY86UG6B63AZ,4706.267662821293
BLBEJR23J2CTPFAU,5996.698851421112
